Analog Output 11471,Object name,0454_VV-02-07:FLOW P GAIN,,
Analog Output 11471,Present value,0,,
Analog Output 11471,Units,,,
Analog Output 11472,Object name,0454_VV-02-07:FLOW I GAIN,,
Analog Output 11472,Present value,0.01,,
Analog Output 11472,Units,,,
Analog Output 11473,Object name,0454_VV-02-07:FLOW D GAIN,,
Analog Output 11473,Present value,0,,
Analog Output 11473,Units,,,
Analog Output 11474,Object name,0454_VV-02-07:FLOW BIAS,,
Analog Output 11474,Present value,50,,
Analog Output 11474,Units,percent,,
Analog Output 11475,Object name,0454_VV-02-07:FLOW,,
Analog Output 11475,Present value,30.25,,
Analog Output 11475,Units,percent,,
Analog Output 11476,Object name,0454_VV-02-07:CTL FLOW MIN,,
Analog Output 11476,Present value,116,,
Analog Output 11476,Units,cubic feet per minute,,
Analog Output 11477,Object name,0454_VV-02-07:CTL FLOW MAX,,
Analog Output 11477,Present value,384,,
Analog Output 11477,Units,cubic feet per minute,,
Analog Output 11478,Object name,0454_VV-02-07:CTL TEMP,,
Analog Output 11478,Present value,73.25,,
Analog Output 11478,Units,degrees fahrenheit,,
Analog Output 11479,Object name,0454_VV-02-07:CLG LOOPOUT,,
Analog Output 11479,Present value,0,,
Analog Output 11479,Units,percent,,
Analog Output 11480,Object name,0454_VV-02-07:HTG LOOPOUT,,
Analog Output 11480,Present value,0,,
Analog Output 11480,Units,percent,,
Analog Output 11485,Object name,0454_VV-02-07:SWITCH LIMIT,,
Analog Output 11485,Present value,5.2,,
Analog Output 11485,Units,percent,,
Analog Output 11486,Object name,0454_VV-02-07:SWITCH TIME,,
Analog Output 11486,Present value,2,,
Analog Output 11486,Units,minutes,,
Analog Output 11488,Object name,0454_VV-02-07:VALVE COUNT,,
Analog Output 11488,Present value,1,,
Analog Output 11488,Units,,,
Analog Output 11490,Object name,0454_VV-02-07:SWITCH DBAND,,
Analog Output 11490,Present value,1,,
Analog Output 11490,Units,degrees fahrenheit,,
Analog Output 11491,Object name,0454_VV-02-07:TOTAL VOLUME,,
Analog Output 11491,Present value,121696,,
Analog Output 11491,Units,cubic feet,,
Analog Output 11492,Object name,0454_VV-02-07:CTL STPT,,
Analog Output 11492,Present value,75,,
Analog Output 11492,Units,degrees fahrenheit,,
Analog Output 11493,Object name,0454_VV-02-07:FLOW STPT,,
Analog Output 11493,Present value,30.25,,
Analog Output 11493,Units,percent,,
Analog Output 11495,Object name,0454_VV-02-07:CAL SETUP,,
Analog Output 11495,Present value,4,,
Analog Output 11495,Units,,,
Analog Output 11496,Object name,0454_VV-02-07:CAL TIMER,,
Analog Output 11496,Present value,12,,
Analog Output 11496,Units,hours,,
Analog Output 11497,Object name,0454_VV-02-07:DUCT AREA,,
Analog Output 11497,Present value,0.2,,
Analog Output 11497,Units,square feet,,
Analog Output 11498,Object name,0454_VV-02-07:LOOP TIME,,
Analog Output 11498,Present value,5,,
Analog Output 11498,Units,seconds,,
Analog Output 11499,Object name,0454_VV-02-07:ERROR STATUS,,
Analog Output 11499,Present value,0,,
Analog Output 11499,Units,,,
Analog Output 11502,Object name,0454_VV-02-08:APPLICATION,,
Analog Output 11502,Present value,2023,,
Analog Output 11502,Units,,,
Analog Output 11506,Object name,0454_VV-02-08:DAY CLG STPT,,
Analog Output 11506,Present value,73,,
Analog Output 11506,Units,degrees fahrenheit,,
Analog Output 11507,Object name,0454_VV-02-08:DAY HTG STPT,,
Analog Output 11507,Present value,60,,
Analog Output 11507,Units,degrees fahrenheit,,
Analog Output 11508,Object name,0454_VV-02-08:NGT CLG STPT,,
Analog Output 11508,Present value,85,,
Analog Output 11508,Units,degrees fahrenheit,,
Analog Output 11509,Object name,0454_VV-02-08:NGT HTG STPT,,
Analog Output 11509,Present value,60,,
Analog Output 11509,Units,degrees fahrenheit,,
Analog Output 11511,Object name,0454_VV-02-08:RM STPT MIN,,
Analog Output 11511,Present value,55,,
Analog Output 11511,Units,degrees fahrenheit,,
Analog Output 11512,Object name,0454_VV-02-08:RM STPT MAX,,
Analog Output 11512,Present value,90,,
Analog Output 11512,Units,degrees fahrenheit,,
Analog Output 11516,Object name,0454_VV-02-08:FLOW START,,
Analog Output 11516,Present value,0,,
Analog Output 11516,Units,percent,,
Analog Output 11517,Object name,0454_VV-02-08:FLOW END,,
Analog Output 11517,Present value,0,,
Analog Output 11517,Units,percent,,
Analog Output 11520,Object name,0454_VV-02-08:OVRD TIME,,
Analog Output 11520,Present value,2,,
Analog Output 11520,Units,hours,,
Analog Output 11522,Object name,0454_VV-02-08:REHEAT START,,
Analog Output 11522,Present value,0,,
Analog Output 11522,Units,percent,,
Analog Output 11523,Object name,0454_VV-02-08:REHEAT END,,
Analog Output 11523,Present value,100,,
Analog Output 11523,Units,percent,,
Analog Output 11531,Object name,0454_VV-02-08:CLG FLOW MIN,,
Analog Output 11531,Present value,0,,
Analog Output 11531,Units,,,
Analog Output 11532,Object name,0454_VV-02-08:CLG FLOW MAX,,
Analog Output 11532,Present value,940,,
Analog Output 11532,Units,,,
Analog Output 11533,Object name,0454_VV-02-08:HTG FLOW MIN,,
Analog Output 11533,Present value,0,,
Analog Output 11533,Units,,,
Analog Output 11534,Object name,0454_VV-02-08:HTG FLOW MAX,,
Analog Output 11534,Present value,0,,
Analog Output 11534,Units,,,
Analog Output 11536,Object name,0454_VV-02-08:FLOW COEFF,,
Analog Output 11536,Present value,0.65,,
Analog Output 11536,Units,,,
Analog Output 11537,Object name,0454_VV-02-08:VLV2 COMD,,
Analog Output 11537,Present value,0,,
Analog Output 11537,Units,percent,,
Analog Output 11538,Object name,0454_VV-02-08:VLV2 POS,,
Analog Output 11538,Present value,0,,
Analog Output 11538,Units,percent,,
Analog Output 11539,Object name,0454_VV-02-08:MTR3 TIMING,,
Analog Output 11539,Present value,130,,
Analog Output 11539,Units,seconds,,
Analog Output 11548,Object name,0454_VV-02-08:DMPR COMD,,
Analog Output 11548,Present value,27.199999,,
Analog Output 11548,Units,percent,,
Analog Output 11549,Object name,0454_VV-02-08:DMPR POS,,
Analog Output 11549,Present value,27.199999,,
Analog Output 11549,Units,percent,,
Analog Output 11551,Object name,0454_VV-02-08:MTR1 TIMING,,
Analog Output 11551,Present value,95,,
Analog Output 11551,Units,seconds,,
Analog Output 11552,Object name,0454_VV-02-08:VLV1 COMD,,
Analog Output 11552,Present value,0,,
Analog Output 11552,Units,percent,,
Analog Output 11553,Object name,0454_VV-02-08:VLV1 POS,,
Analog Output 11553,Present value,0,,
Analog Output 11553,Units,percent,,
Analog Output 11555,Object name,0454_VV-02-08:MTR2 TIMING,,
Analog Output 11555,Present value,95,,
Analog Output 11555,Units,seconds,,
Analog Output 11556,Object name,0454_VV-02-08:DMPR ROT ANG,,
Analog Output 11556,Present value,90,,
Analog Output 11556,Units,,,
Analog Output 11558,Object name,0454_VV-02-08:MTR SETUP,,
Analog Output 11558,Present value,5,,
Analog Output 11558,Units,,,
Analog Output 11559,Object name,0454_VV-02-08:DO DIR. REV,,
Analog Output 11559,Present value,0,,
Analog Output 11559,Units,,,
Analog Output 11563,Object name,0454_VV-02-08:CLG P GAIN,,
Analog Output 11563,Present value,20,,
Analog Output 11563,Units,,,
Analog Output 11564,Object name,0454_VV-02-08:CLG I GAIN,,
Analog Output 11564,Present value,0.01,,
Analog Output 11564,Units,,,
Analog Output 11565,Object name,0454_VV-02-08:CLG D GAIN,,
Analog Output 11565,Present value,0,,
Analog Output 11565,Units,,,
Analog Output 11566,Object name,0454_VV-02-08:CLG BIAS,,
Analog Output 11566,Present value,0,,
Analog Output 11566,Units,percent,,
Analog Output 11567,Object name,0454_VV-02-08:HTG P GAIN,,
Analog Output 11567,Present value,10,,
Analog Output 11567,Units,,,
Analog Output 11568,Object name,0454_VV-02-08:HTG I GAIN,,
Analog Output 11568,Present value,0.01,,
Analog Output 11568,Units,,,
Analog Output 11569,Object name,0454_VV-02-08:HTG D GAIN,,
Analog Output 11569,Present value,0,,
Analog Output 11569,Units,,,
Analog Output 11570,Object name,0454_VV-02-08:HTG BIAS,,
Analog Output 11570,Present value,0,,
Analog Output 11570,Units,percent,,
Analog Output 11571,Object name,0454_VV-02-08:FLOW P GAIN,,
Analog Output 11571,Present value,0,,
Analog Output 11571,Units,,,
Analog Output 11572,Object name,0454_VV-02-08:FLOW I GAIN,,
Analog Output 11572,Present value,0.01,,
Analog Output 11572,Units,,,
Analog Output 11573,Object name,0454_VV-02-08:FLOW D GAIN,,
Analog Output 11573,Present value,0,,
Analog Output 11573,Units,,,
Analog Output 11574,Object name,0454_VV-02-08:FLOW BIAS,,
Analog Output 11574,Present value,50,,
Analog Output 11574,Units,percent,,
Analog Output 11575,Object name,0454_VV-02-08:FLOW,,
Analog Output 11575,Present value,16.5,,
Analog Output 11575,Units,percent,,
Analog Output 11576,Object name,0454_VV-02-08:CTL FLOW MIN,,
Analog Output 11576,Present value,152,,
Analog Output 11576,Units,cubic feet per minute,,
Analog Output 11577,Object name,0454_VV-02-08:CTL FLOW MAX,,
Analog Output 11577,Present value,940,,
Analog Output 11577,Units,cubic feet per minute,,
Analog Output 11578,Object name,0454_VV-02-08:CTL TEMP,,
Analog Output 11578,Present value,72.25,,
Analog Output 11578,Units,degrees fahrenheit,,
Analog Output 11579,Object name,0454_VV-02-08:CLG LOOPOUT,,
Analog Output 11579,Present value,0,,
Analog Output 11579,Units,percent,,
Analog Output 11580,Object name,0454_VV-02-08:HTG LOOPOUT,,
Analog Output 11580,Present value,0,,
Analog Output 11580,Units,percent,,
Analog Output 11585,Object name,0454_VV-02-08:SWITCH LIMIT,,
Analog Output 11585,Present value,5.2,,
Analog Output 11585,Units,percent,,
Analog Output 11586,Object name,0454_VV-02-08:SWITCH TIME,,
Analog Output 11586,Present value,2,,
Analog Output 11586,Units,minutes,,
Analog Output 11588,Object name,0454_VV-02-08:VALVE COUNT,,
Analog Output 11588,Present value,1,,
Analog Output 11588,Units,,,
Analog Output 11590,Object name,0454_VV-02-08:SWITCH DBAND,,
Analog Output 11590,Present value,1,,
Analog Output 11590,Units,degrees fahrenheit,,
Analog Output 11591,Object name,0454_VV-02-08:TOTAL VOLUME,,
Analog Output 11591,Present value,59380,,
Analog Output 11591,Units,cubic feet,,
Analog Output 11592,Object name,0454_VV-02-08:CTL STPT,,
Analog Output 11592,Present value,74,,
Analog Output 11592,Units,degrees fahrenheit,,
Analog Output 11593,Object name,0454_VV-02-08:FLOW STPT,,
Analog Output 11593,Present value,16.25,,
Analog Output 11593,Units,percent,,
Analog Output 11595,Object name,0454_VV-02-08:CAL SETUP,,
Analog Output 11595,Present value,4,,
Analog Output 11595,Units,,,
Analog Output 11596,Object name,0454_VV-02-08:CAL TIMER,,
Analog Output 11596,Present value,12,,
Analog Output 11596,Units,hours,,
Analog Output 11597,Object name,0454_VV-02-08:DUCT AREA,,
Analog Output 11597,Present value,0.54999995,,
Analog Output 11597,Units,square feet,,
Analog Output 11598,Object name,0454_VV-02-08:LOOP TIME,,
Analog Output 11598,Present value,5,,
Analog Output 11598,Units,seconds,,
Analog Output 11599,Object name,0454_VV-02-08:ERROR STATUS,,
Analog Output 11599,Present value,0,,
Analog Output 11599,Units,,,
Analog Output 11602,Object name,0454_VV-02-09:APPLICATION,,
Analog Output 11602,Present value,2023,,
Analog Output 11602,Units,,,
Analog Output 11606,Object name,0454_VV-02-09:DAY CLG STPT,,
Analog Output 11606,Present value,75,,
Analog Output 11606,Units,degrees fahrenheit,,
Analog Output 11607,Object name,0454_VV-02-09:DAY HTG STPT,,
Analog Output 11607,Present value,70,,
Analog Output 11607,Units,degrees fahrenheit,,
Analog Output 11608,Object name,0454_VV-02-09:NGT CLG STPT,,
Analog Output 11608,Present value,85,,
Analog Output 11608,Units,degrees fahrenheit,,
Analog Output 11609,Object name,0454_VV-02-09:NGT HTG STPT,,
Analog Output 11609,Present value,60,,
Analog Output 11609,Units,degrees fahrenheit,,
Analog Output 11611,Object name,0454_VV-02-09:RM STPT MIN,,
Analog Output 11611,Present value,55,,
Analog Output 11611,Units,degrees fahrenheit,,
Analog Output 11612,Object name,0454_VV-02-09:RM STPT MAX,,
Analog Output 11612,Present value,90,,
Analog Output 11612,Units,degrees fahrenheit,,
Analog Output 11616,Object name,0454_VV-02-09:FLOW START,,
Analog Output 11616,Present value,0,,
Analog Output 11616,Units,percent,,
Analog Output 11617,Object name,0454_VV-02-09:FLOW END,,
Analog Output 11617,Present value,0,,
Analog Output 11617,Units,percent,,
Analog Output 11620,Object name,0454_VV-02-09:OVRD TIME,,
Analog Output 11620,Present value,2,,
Analog Output 11620,Units,hours,,
Analog Output 11622,Object name,0454_VV-02-09:REHEAT START,,
Analog Output 11622,Present value,0,,
Analog Output 11622,Units,percent,,
Analog Output 11623,Object name,0454_VV-02-09:REHEAT END,,
Analog Output 11623,Present value,100,,
Analog Output 11623,Units,percent,,
Analog Output 11631,Object name,0454_VV-02-09:CLG FLOW MIN,,
Analog Output 11631,Present value,92,,
Analog Output 11631,Units,,,
Analog Output 11632,Object name,0454_VV-02-09:CLG FLOW MAX,,
Analog Output 11632,Present value,300,,
Analog Output 11632,Units,,,
Analog Output 11633,Object name,0454_VV-02-09:HTG FLOW MIN,,
Analog Output 11633,Present value,92,,
Analog Output 11633,Units,,,
Analog Output 11634,Object name,0454_VV-02-09:HTG FLOW MAX,,
Analog Output 11634,Present value,300,,
Analog Output 11634,Units,,,
Analog Output 11636,Object name,0454_VV-02-09:FLOW COEFF,,
Analog Output 11636,Present value,0.65,,
Analog Output 11636,Units,,,
Analog Output 11637,Object name,0454_VV-02-09:VLV2 COMD,,
Analog Output 11637,Present value,0,,
Analog Output 11637,Units,percent,,
Analog Output 11638,Object name,0454_VV-02-09:VLV2 POS,,
Analog Output 11638,Present value,0,,
Analog Output 11638,Units,percent,,
Analog Output 11639,Object name,0454_VV-02-09:MTR3 TIMING,,
Analog Output 11639,Present value,130,,
Analog Output 11639,Units,seconds,,
Analog Output 11648,Object name,0454_VV-02-09:DMPR COMD,,
Analog Output 11648,Present value,64.399994,,
Analog Output 11648,Units,percent,,
Analog Output 11649,Object name,0454_VV-02-09:DMPR POS,,
Analog Output 11649,Present value,64,,
Analog Output 11649,Units,percent,,
Analog Output 11651,Object name,0454_VV-02-09:MTR1 TIMING,,
Analog Output 11651,Present value,95,,
Analog Output 11651,Units,seconds,,
Analog Output 11652,Object name,0454_VV-02-09:VLV1 COMD,,
Analog Output 11652,Present value,0,,
Analog Output 11652,Units,percent,,
Analog Output 11653,Object name,0454_VV-02-09:VLV1 POS,,
Analog Output 11653,Present value,0,,
Analog Output 11653,Units,percent,,
Analog Output 11655,Object name,0454_VV-02-09:MTR2 TIMING,,
Analog Output 11655,Present value,95,,
Analog Output 11655,Units,seconds,,
Analog Output 11656,Object name,0454_VV-02-09:DMPR ROT ANG,,
Analog Output 11656,Present value,90,,
Analog Output 11656,Units,,,
Analog Output 11658,Object name,0454_VV-02-09:MTR SETUP,,
Analog Output 11658,Present value,13,,
Analog Output 11658,Units,,,
Analog Output 11659,Object name,0454_VV-02-09:DO DIR. REV,,
Analog Output 11659,Present value,0,,
Analog Output 11659,Units,,,
Analog Output 11663,Object name,0454_VV-02-09:CLG P GAIN,,
Analog Output 11663,Present value,20,,
Analog Output 11663,Units,,,
Analog Output 11664,Object name,0454_VV-02-09:CLG I GAIN,,
Analog Output 11664,Present value,0.01,,
Analog Output 11664,Units,,,
Analog Output 11665,Object name,0454_VV-02-09:CLG D GAIN,,
Analog Output 11665,Present value,0,,
Analog Output 11665,Units,,,
Analog Output 11666,Object name,0454_VV-02-09:CLG BIAS,,
Analog Output 11666,Present value,0,,
Analog Output 11666,Units,percent,,
Analog Output 11667,Object name,0454_VV-02-09:HTG P GAIN,,
Analog Output 11667,Present value,10,,
Analog Output 11667,Units,,,
Analog Output 11668,Object name,0454_VV-02-09:HTG I GAIN,,
Analog Output 11668,Present value,0.01,,
Analog Output 11668,Units,,,
Analog Output 11669,Object name,0454_VV-02-09:HTG D GAIN,,
Analog Output 11669,Present value,0,,
Analog Output 11669,Units,,,
Analog Output 11670,Object name,0454_VV-02-09:HTG BIAS,,
Analog Output 11670,Present value,0,,
Analog Output 11670,Units,percent,,
Analog Output 11671,Object name,0454_VV-02-09:FLOW P GAIN,,
Analog Output 11671,Present value,0,,
Analog Output 11671,Units,,,
Analog Output 11672,Object name,0454_VV-02-09:FLOW I GAIN,,
Analog Output 11672,Present value,0.01,,
Analog Output 11672,Units,,,
Analog Output 11673,Object name,0454_VV-02-09:FLOW D GAIN,,
Analog Output 11673,Present value,0,,
Analog Output 11673,Units,,,
Analog Output 11674,Object name,0454_VV-02-09:FLOW BIAS,,
Analog Output 11674,Present value,50,,
Analog Output 11674,Units,percent,,
Analog Output 11675,Object name,0454_VV-02-09:FLOW,,
Analog Output 11675,Present value,100,,
Analog Output 11675,Units,percent,,
Analog Output 11676,Object name,0454_VV-02-09:CTL FLOW MIN,,
Analog Output 11676,Present value,92,,
Analog Output 11676,Units,cubic feet per minute,,
Analog Output 11677,Object name,0454_VV-02-09:CTL FLOW MAX,,
Analog Output 11677,Present value,300,,
Analog Output 11677,Units,cubic feet per minute,,
Analog Output 11678,Object name,0454_VV-02-09:CTL TEMP,,
Analog Output 11678,Present value,92.25,,
Analog Output 11678,Units,degrees fahrenheit,,
Analog Output 11679,Object name,0454_VV-02-09:CLG LOOPOUT,,
Analog Output 11679,Present value,100,,
Analog Output 11679,Units,percent,,
Analog Output 11680,Object name,0454_VV-02-09:HTG LOOPOUT,,
Analog Output 11680,Present value,0,,
Analog Output 11680,Units,percent,,
Analog Output 11685,Object name,0454_VV-02-09:SWITCH LIMIT,,
Analog Output 11685,Present value,5.2,,
Analog Output 11685,Units,percent,,
Analog Output 11686,Object name,0454_VV-02-09:SWITCH TIME,,
Analog Output 11686,Present value,2,,
Analog Output 11686,Units,minutes,,
Analog Output 11688,Object name,0454_VV-02-09:VALVE COUNT,,
Analog Output 11688,Present value,1,,
Analog Output 11688,Units,,,
Analog Output 11690,Object name,0454_VV-02-09:SWITCH DBAND,,
Analog Output 11690,Present value,1,,
Analog Output 11690,Units,degrees fahrenheit,,
Analog Output 11691,Object name,0454_VV-02-09:TOTAL VOLUME,,
Analog Output 11691,Present value,4928,,
Analog Output 11691,Units,cubic feet,,
Analog Output 11692,Object name,0454_VV-02-09:CTL STPT,,
Analog Output 11692,Present value,75,,
Analog Output 11692,Units,degrees fahrenheit,,
Analog Output 11693,Object name,0454_VV-02-09:FLOW STPT,,
Analog Output 11693,Present value,100,,
Analog Output 11693,Units,percent,,
Analog Output 11695,Object name,0454_VV-02-09:CAL SETUP,,
Analog Output 11695,Present value,4,,
Analog Output 11695,Units,,,
Analog Output 11696,Object name,0454_VV-02-09:CAL TIMER,,
Analog Output 11696,Present value,12,,
Analog Output 11696,Units,hours,,
Analog Output 11697,Object name,0454_VV-02-09:DUCT AREA,,
Analog Output 11697,Present value,0.2,,
Analog Output 11697,Units,square feet,,
Analog Output 11698,Object name,0454_VV-02-09:LOOP TIME,,
Analog Output 11698,Present value,5,,
Analog Output 11698,Units,seconds,,
Analog Output 11699,Object name,0454_VV-02-09:ERROR STATUS,,
Analog Output 11699,Present value,0,,
Analog Output 11699,Units,,,
Analog Output 11702,Object name,0454_VV-02-10:APPLICATION,,
Analog Output 11702,Present value,2023,,
Analog Output 11702,Units,,,
Analog Output 11706,Object name,0454_VV-02-10:DAY CLG STPT,,
Analog Output 11706,Present value,82,,
Analog Output 11706,Units,degrees fahrenheit,,
Analog Output 11707,Object name,0454_VV-02-10:DAY HTG STPT,,
Analog Output 11707,Present value,60,,
Analog Output 11707,Units,degrees fahrenheit,,
Analog Output 11708,Object name,0454_VV-02-10:NGT CLG STPT,,
Analog Output 11708,Present value,85,,
Analog Output 11708,Units,degrees fahrenheit,,
Analog Output 11709,Object name,0454_VV-02-10:NGT HTG STPT,,
Analog Output 11709,Present value,60,,
Analog Output 11709,Units,degrees fahrenheit,,
Analog Output 11711,Object name,0454_VV-02-10:RM STPT MIN,,
Analog Output 11711,Present value,55,,
Analog Output 11711,Units,degrees fahrenheit,,
Analog Output 11712,Object name,0454_VV-02-10:RM STPT MAX,,
Analog Output 11712,Present value,90,,
Analog Output 11712,Units,degrees fahrenheit,,
Analog Output 11716,Object name,0454_VV-02-10:FLOW START,,
Analog Output 11716,Present value,0,,
Analog Output 11716,Units,percent,,
Analog Output 11717,Object name,0454_VV-02-10:FLOW END,,
Analog Output 11717,Present value,0,,
Analog Output 11717,Units,percent,,
Analog Output 11720,Object name,0454_VV-02-10:OVRD TIME,,
Analog Output 11720,Present value,2,,
Analog Output 11720,Units,hours,,
Analog Output 11722,Object name,0454_VV-02-10:REHEAT START,,
Analog Output 11722,Present value,0,,
Analog Output 11722,Units,percent,,
Analog Output 11723,Object name,0454_VV-02-10:REHEAT END,,
Analog Output 11723,Present value,100,,
Analog Output 11723,Units,percent,,
Analog Output 11731,Object name,0454_VV-02-10:CLG FLOW MIN,,
Analog Output 11731,Present value,84,,
Analog Output 11731,Units,,,
Analog Output 11732,Object name,0454_VV-02-10:CLG FLOW MAX,,
Analog Output 11732,Present value,276,,
Analog Output 11732,Units,,,
Analog Output 11733,Object name,0454_VV-02-10:HTG FLOW MIN,,
Analog Output 11733,Present value,84,,
Analog Output 11733,Units,,,
Analog Output 11734,Object name,0454_VV-02-10:HTG FLOW MAX,,
Analog Output 11734,Present value,276,,
Analog Output 11734,Units,,,
Analog Output 11736,Object name,0454_VV-02-10:FLOW COEFF,,
Analog Output 11736,Present value,0.65,,
Analog Output 11736,Units,,,
Analog Output 11737,Object name,0454_VV-02-10:VLV2 COMD,,
Analog Output 11737,Present value,0,,
Analog Output 11737,Units,percent,,
Analog Output 11738,Object name,0454_VV-02-10:VLV2 POS,,
Analog Output 11738,Present value,0,,
Analog Output 11738,Units,percent,,
Analog Output 11739,Object name,0454_VV-02-10:MTR3 TIMING,,
Analog Output 11739,Present value,130,,
Analog Output 11739,Units,seconds,,
Analog Output 11748,Object name,0454_VV-02-10:DMPR COMD,,
Analog Output 11748,Present value,36.399998,,
Analog Output 11748,Units,percent,,
Analog Output 11749,Object name,0454_VV-02-10:DMPR POS,,
Analog Output 11749,Present value,36,,
Analog Output 11749,Units,percent,,
Analog Output 11751,Object name,0454_VV-02-10:MTR1 TIMING,,
Analog Output 11751,Present value,95,,
Analog Output 11751,Units,seconds,,
Analog Output 11752,Object name,0454_VV-02-10:VLV1 COMD,,
Analog Output 11752,Present value,0,,
Analog Output 11752,Units,percent,,
Analog Output 11753,Object name,0454_VV-02-10:VLV1 POS,,
Analog Output 11753,Present value,0,,
Analog Output 11753,Units,percent,,
Analog Output 11755,Object name,0454_VV-02-10:MTR2 TIMING,,
Analog Output 11755,Present value,95,,
Analog Output 11755,Units,seconds,,
Analog Output 11756,Object name,0454_VV-02-10:DMPR ROT ANG,,
Analog Output 11756,Present value,90,,
Analog Output 11756,Units,,,
Analog Output 11758,Object name,0454_VV-02-10:MTR SETUP,,
Analog Output 11758,Present value,13,,
Analog Output 11758,Units,,,
Analog Output 11759,Object name,0454_VV-02-10:DO DIR. REV,,
Analog Output 11759,Present value,0,,
Analog Output 11759,Units,,,
Analog Output 11763,Object name,0454_VV-02-10:CLG P GAIN,,
Analog Output 11763,Present value,20,,
Analog Output 11763,Units,,,
Analog Output 11764,Object name,0454_VV-02-10:CLG I GAIN,,
Analog Output 11764,Present value,0.01,,
Analog Output 11764,Units,,,
Analog Output 11765,Object name,0454_VV-02-10:CLG D GAIN,,
Analog Output 11765,Present value,0,,
Analog Output 11765,Units,,,
Analog Output 11766,Object name,0454_VV-02-10:CLG BIAS,,
Analog Output 11766,Present value,0,,
Analog Output 11766,Units,percent,,
Analog Output 11767,Object name,0454_VV-02-10:HTG P GAIN,,
Analog Output 11767,Present value,10,,
Analog Output 11767,Units,,,
Analog Output 11768,Object name,0454_VV-02-10:HTG I GAIN,,
Analog Output 11768,Present value,0.01,,
Analog Output 11768,Units,,,
Analog Output 11769,Object name,0454_VV-02-10:HTG D GAIN,,
Analog Output 11769,Present value,0,,
Analog Output 11769,Units,,,
Analog Output 11770,Object name,0454_VV-02-10:HTG BIAS,,
Analog Output 11770,Present value,0,,
Analog Output 11770,Units,percent,,
Analog Output 11771,Object name,0454_VV-02-10:FLOW P GAIN,,
Analog Output 11771,Present value,0,,
Analog Output 11771,Units,,,
Analog Output 11772,Object name,0454_VV-02-10:FLOW I GAIN,,
Analog Output 11772,Present value,0.01,,
Analog Output 11772,Units,,,
Analog Output 11773,Object name,0454_VV-02-10:FLOW D GAIN,,
Analog Output 11773,Present value,0,,
Analog Output 11773,Units,,,
Analog Output 11774,Object name,0454_VV-02-10:FLOW BIAS,,
Analog Output 11774,Present value,50,,
Analog Output 11774,Units,percent,,
Analog Output 11775,Object name,0454_VV-02-10:FLOW,,
Analog Output 11775,Present value,30.5,,
Analog Output 11775,Units,percent,,
Analog Output 11776,Object name,0454_VV-02-10:CTL FLOW MIN,,
Analog Output 11776,Present value,84,,
Analog Output 11776,Units,cubic feet per minute,,
Analog Output 11777,Object name,0454_VV-02-10:CTL FLOW MAX,,
Analog Output 11777,Present value,276,,
Analog Output 11777,Units,cubic feet per minute,,
Analog Output 11778,Object name,0454_VV-02-10:CTL TEMP,,
Analog Output 11778,Present value,71.75,,
Analog Output 11778,Units,degrees fahrenheit,,
Analog Output 11779,Object name,0454_VV-02-10:CLG LOOPOUT,,
Analog Output 11779,Present value,0,,
Analog Output 11779,Units,percent,,
Analog Output 11780,Object name,0454_VV-02-10:HTG LOOPOUT,,
Analog Output 11780,Present value,0,,
Analog Output 11780,Units,percent,,
Analog Output 11785,Object name,0454_VV-02-10:SWITCH LIMIT,,
Analog Output 11785,Present value,5.2,,
Analog Output 11785,Units,percent,,
Analog Output 11786,Object name,0454_VV-02-10:SWITCH TIME,,
Analog Output 11786,Present value,2,,
Analog Output 11786,Units,minutes,,
Analog Output 11788,Object name,0454_VV-02-10:VALVE COUNT,,
Analog Output 11788,Present value,1,,
Analog Output 11788,Units,,,
Analog Output 11790,Object name,0454_VV-02-10:SWITCH DBAND,,
Analog Output 11790,Present value,1,,
Analog Output 11790,Units,degrees fahrenheit,,
Analog Output 11791,Object name,0454_VV-02-10:TOTAL VOLUME,,
Analog Output 11791,Present value,86984,,
Analog Output 11791,Units,cubic feet,,
Analog Output 11792,Object name,0454_VV-02-10:CTL STPT,,
Analog Output 11792,Present value,82,,
Analog Output 11792,Units,degrees fahrenheit,,
Analog Output 11793,Object name,0454_VV-02-10:FLOW STPT,,
Analog Output 11793,Present value,30.5,,
Analog Output 11793,Units,percent,,
Analog Output 11795,Object name,0454_VV-02-10:CAL SETUP,,
Analog Output 11795,Present value,4,,
Analog Output 11795,Units,,,
Analog Output 11796,Object name,0454_VV-02-10:CAL TIMER,,
Analog Output 11796,Present value,12,,
Analog Output 11796,Units,hours,,
Analog Output 11797,Object name,0454_VV-02-10:DUCT AREA,,
Analog Output 11797,Present value,0.2,,
Analog Output 11797,Units,square feet,,
Analog Output 11798,Object name,0454_VV-02-10:LOOP TIME,,
Analog Output 11798,Present value,5,,
Analog Output 11798,Units,seconds,,
Analog Output 11799,Object name,0454_VV-02-10:ERROR STATUS,,
Analog Output 11799,Present value,0,,
Analog Output 11799,Units,,,
Analog Output 11802,Object name,0454_VV-02-11:APPLICATION,,
Analog Output 11802,Present value,2023,,
Analog Output 11802,Units,,,
Analog Output 11806,Object name,0454_VV-02-11:DAY CLG STPT,,
Analog Output 11806,Present value,82,,
Analog Output 11806,Units,degrees fahrenheit,,
Analog Output 11807,Object name,0454_VV-02-11:DAY HTG STPT,,
Analog Output 11807,Present value,60,,
Analog Output 11807,Units,degrees fahrenheit,,
